id,source_id,county_name,county_fips,LocationName,address_line1,location_detail ,city,state,state_fips,zip5,Zip4,Latitude,Longitude,Schedule,exceptions,Notes,Source,date_acquired,county_wide,van_precinct_ids
325,325,Collin,85,Plano ISD Administration Center,2700 W. 15th Street,,Plano,TX,48,75075,,33.019063,-96.74647,Street,4.81E+14,,,2/27/2016,Yes,
326,326,Collin,85,Princeton High School,1000 E. Princeton Drive,,Princeton,TX,48,75407,,33.172464,-96.482923,Street,4.81E+14,,,2/27/2016,Yes,
327,327,Collin,85,Prosper ISD Administration Bldg,605 E. 7th Street,,Prosper,TX,48,75078,,33.239268,-96.795912,Street,4.81E+14,,,2/27/2016,Yes,
328,328,Collin,85,Renner Frankford Library,6400 Frankford Rd,,Dallas,TX,48,75252,,32.997901,-96.794563,Street,4.81E+14,,,2/27/2016,Yes,
329,329,Collin,85,Royse City ISD Mike McKinney Maintenance Center,1420 FM 1777,,Royse City,TX,48,75189,,33.048602,-96.308576,Street,4.81E+14,,,2/27/2016,Yes,
330,330,Collin,85,Shepton High School,5505 Plano Pkwy,,Plano,TX,48,75093,,33.016237,-96.811041,Street,4.81E+14,,,2/27/2016,Yes,
331,331,Collin,85,Shiloh Missionary Baptist Church,1310 Avenue I,,Plano,TX,48,75074,,33.02785,-96.6792,Zip5,4.81E+14,,,2/27/2016,Yes,
332,332,Collin,85,Smith Library,300 Country Club Rd,,Wylie,TX,48,75098,,33.011241,-96.572306,Street,4.81E+14,,,2/27/2016,Yes,
333,333,Collin,85,Staley Middle School,6927 Stadium Drive,,Frisco,TX,48,75033,,33.157281,-96.823713,Street,4.81E+14,,,2/27/2016,Yes,
334,334,Collin,85,Stonebridge United Methodist Church,1800 S Stonebridge Drive,,McKinney,TX,48,75070,,33.185524,-96.713062,Street,4.81E+14,,,2/27/2016,Yes,
335,335,Collin,85,Suncreek United Methodist Church,1517 W. McDermott,,Allen,TX,48,75013,,33.100573,-96.70813,Street,4.81E+14,,,2/27/2016,Yes,
336,336,Collin,85,Texas Star Bank,402 W. White St,,Anna,TX,48,75409,,33.344429,-96.552356,Street,4.81E+14,,,2/27/2016,Yes,
337,337,Collin,85,Weston Community Center,117 Main Street,,Weston,TX,48,75097,,33.34729,-96.66905,Zip5,4.81E+14,,,2/27/2016,Yes,
338,338,Collin,85,Whitt Elementary School,7520 Woodcreek Way,,Sachse,TX,48,75048,,32.99151,-96.58651,Zip9,4.81E+14,,,2/27/2016,Yes,
339,339,Collin,85,Woodcreek Church,3400 E Renner Road,,Richardson,TX,48,75082,,32.996828,-96.657424,Street,4.81E+14,,,2/27/2016,Yes,
340,340,Fort Bend,157,Austin Parkway Elementary School,4400 Austin Pkwy,,Sugarland,TX,48,77479,,29.575504,-95.584723,Street,4.82E+14,,,2/27/2016,Yes,
341,341,Fort Bend,157,Beasley City Hall,319 S. 3rd St,,Beasley,TX,48,77417,,29.495797,-95.91525,Street,4.82E+14,,,2/27/2016,Yes,
342,342,Fort Bend,157,Beck Jr. Hi. School,5200 S Fry Rd,,KATY,TX,48,77450,,29.720438,-95.751844,Street,4.82E+14,,,2/27/2016,Yes,
343,343,Fort Bend,157,Beckendorf Jr High School,8200 South Fry Rd.,,KATY,TX,48,77494,,29.719796,-95.787872,Street,4.82E+14,,,2/27/2016,Yes,
344,344,Fort Bend,157,Brazos Bend Home & Ranch,22930 FM 1462,,NEEDVILLE,TX,48,77461,,29.351771,-95.635836,Street,4.82E+14,,,2/27/2016,Yes,
345,345,Fort Bend,157,Briarchase Missionary Bapt Church,16000 Blue Ridge Rd,,MISSOURI CITY,TX,48,77489,,29.592155,-95.49249,Street,4.82E+14,,,2/27/2016,Yes,
346,346,Fort Bend,157,Brightwater Clubhouse,2410 Brightwater,,MISSOURI CITY,TX,48,77459,,29.583512,-95.571115,Street,4.82E+14,,,2/27/2016,Yes,
347,347,Fort Bend,157,Briscoe Junior High School,4300 FM 723,,RICHMOND,TX,48,77406,,29.62177,-95.811502,Street,4.82E+14,,,2/27/2016,Yes,
348,348,Jefferson,245,Calvary Baptist Church,4111 Airport Ave,,Beaumont,TX,48,77471,,29.542883,-95.784637,Street,4.82E+14,,,2/27/2016,Yes,
349,349,Fort Bend,157,Chasewood Clubhouse,7622 Chasewood Dr,,MISSOURI CITY,TX,48,77489,,29.60887,-95.502642,Street,4.82E+14,,,2/27/2016,Yes,
350,350,Fort Bend,157,Cindy's Palace,1102 FM 2977,,Richmond,TX,48,77469,,29.536666,-95.74611,Street,4.82E+14,,,2/27/2016,Yes,
351,351,Fort Bend,157,Clements High School,4200 Elkins Dr,,Sugarland,TX,48,77479,,29.574849,-95.631848,Street,4.82E+14,,,2/27/2016,Yes,
352,352,Fort Bend,157,Commonwealth Clubhouse,4330 Knightsbridge Blvd,,Sugarland,TX,48,77479,,29.560806,-95.602823,Street,4.82E+14,,,2/27/2016,Yes,
353,353,Fort Bend,157,Crockett Middle School,19001 Beechnut,,Richmond,TX,48,77469,,29.682664,-95.727099,Street,4.82E+14,,,2/27/2016,Yes,
354,354,Fort Bend,157,Deseo at Grand Mission,19002 Mission Park Dr,,Richmond,TX,48,77407,,29.69113,-95.73045,Zip9,4.82E+14,,,2/27/2016,Yes,
355,355,Fort Bend,157,Dickinson Elementary School,7110 Greatwood Pkwy,,Sugarland,TX,48,77479,,29.551152,-95.686349,Street,4.82E+14,,,2/27/2016,Yes,
356,356,Fort Bend,157,Elkins High School,7007 Knights Court,,Missouri City,TX,48,77459,,29.548429,-95.551036,Street,4.82E+14,,,2/27/2016,Yes,
357,357,Fort Bend,157,"FBC Fairgrounds Building ""D""",4310 Highway 36 S,,ROSENBERG,TX,48,77471,,29.51794,-95.808018,Street,4.82E+14,,,2/27/2016,Yes,
358,358,Fort Bend,157,FBC Library - Cinco Ranch,2620 Commercial Center Dr,,KATY,TX,48,77494,,29.742823,-95.777749,Street,4.82E+14,,,2/27/2016,Yes,
359,359,Fort Bend,157,FBC Library - Sienna,8411 Sienna Springs Blvd,,Missouri City,TX,48,77459,,29.531755,-95.538442,Street,4.82E+14,,,2/27/2016,Yes,
360,360,Fort Bend,157,FBC Library - Sugar Land Branch,5500 Eldridge,,Sugarland,TX,48,77478,,29.62214,-95.60758,Zip5,4.82E+14,,,2/27/2016,Yes,
361,361,Fort Bend,157,FBC Library - University Branch,14010 University Blvd,,Sugarland,TX,48,77479,,29.55323,-95.575291,Street,4.82E+14,,,2/27/2016,Yes,
362,362,Fort Bend,157,MUD 23 Admin. Building,1570 Rabb Road,,Fresno,TX,48,77545,,29.526284,-95.476193,Street,4.82E+14,,,2/27/2016,Yes,
363,363,Fort Bend,157,FBC Rosenberg Annex Building,4520 Reading Rd,,ROSENBERG,TX,48,77471,,29.565178,-95.778947,Street,4.82E+14,,,2/27/2016,Yes,
364,364,Fort Bend,157,Fellowship Church of Fort Bend,1110 Bamore Rd,,ROSENBERG,TX,48,77471,,29.555997,-95.819888,Street,4.82E+14,,,2/27/2016,Yes,
365,365,Fort Bend,157,Fifth Street Community Center,3110 Fifth Street,,Stafford,TX,48,77477,,29.599122,-95.554895,Street,4.82E+14,,,2/27/2016,Yes,
366,366,Fort Bend,157,First Colony Conference Center,3232 Austin Parkway,,Sugarland,TX,48,77479,,29.573525,-95.603708,Street,4.82E+14,,,2/27/2016,Yes,
367,367,Fort Bend,157,Four Corners Community Center,15700 Old Richmond Rd,,Sugarland,TX,48,77479,,29.665798,-95.657972,Street,4.82E+14,,,2/27/2016,Yes,
368,368,Fort Bend,157,Gallery Furniture,7227 W. Grand Pkwy S,,Richmond,TX,48,77407,,29.70423,-95.73128,Zip7,4.82E+14,,,2/27/2016,Yes,
369,369,Fort Bend,157,Garcia Middle School,18550 Old Richmond Rd,,Sugarland,TX,48,77478,,29.633477,-95.681485,Street,4.82E+14,,,2/27/2016,Yes,
370,370,Fort Bend,157,George Bush High School,6707 FM 1464,,Richmond,TX,48,77469,,29.704438,-95.688318,Street,4.82E+14,,,2/27/2016,Yes,
371,371,Fort Bend,157,George Memorial Library,1001 Golfview Dr,,Richmond,TX,48,77469,,29.564899,-95.757709,Street,4.82E+14,,,2/27/2016,Yes,
372,372,Fort Bend,157,Great Oaks Baptist Church,7101 FM 2759 Rd RICHMOND 77469,,Richmond,TX,48,77469,,29.536706,-95.69508,Street,4.82E+14,,,2/27/2016,Yes,
373,373,Fort Bend,157,Hightower High School,3333 Hurricane Lane,,Missouri City,TX,48,77459,,29.53291,-95.498941,Street,4.82E+14,,,2/27/2016,Yes,
374,374,Fort Bend,157,Hunters Glen Elementary School,8295 Independence Blvd,,Missouri City,TX,48,77459,,29.601588,-95.512535,Street,4.82E+14,,,2/27/2016,Yes,
375,375,Fort Bend,157,Imperial Park Recreation Center,234 Matlage Way,,Sugarland,TX,48,77478,,29.617107,-95.636897,Street,4.82E+14,,,2/27/2016,Yes,
376,376,Fort Bend,157,Irene Stern Community Center,6920 Katy-Fulshear Road,,Fulshear,TX,48,77441,,29.704729,-95.888645,Street,4.82E+14,,,2/27/2016,Yes,
377,377,Fort Bend,157,James Bowie Middle School,700 Plantation Dr,,Richmond,TX,48,77406,,29.625096,-95.717169,Street,4.82E+14,,,2/27/2016,Yes,
378,378,Fort Bend,157,Joy Lutheran Church,717 FM 359,,Richmond,TX,48,77406,,29.604897,-95.742904,Street,4.82E+14,,,2/27/2016,Yes,
379,379,Fort Bend,157,Kempner High School,14777 Voss Rd,,Sugarland,TX,48,77498,,29.644293,-95.63998,Street,4.82E+14,,,2/27/2016,Yes,
380,380,Fort Bend,157,Kendleton Church of God,619 FM 2919,,Kendleton,TX,48,77451,,29.44932,-95.99714,Zip5,4.82E+14,,,2/27/2016,Yes,
381,381,Fort Bend,157,Knights of Columbus (Needville),13631 Hwy 36,,NEEDVILLE,TX,48,77461,,29.395278,-95.83258,Street,4.82E+14,,,2/27/2016,Yes,
382,382,Fort Bend,157,Knights of Columbus (Sugar Land),702 Burney Rd,,Sugarland,TX,48,77478,,29.628463,-95.633499,Street,4.82E+14,,,2/27/2016,Yes,
383,383,Fort Bend,157,Lake Olympia Marina Clubhouse,180 Island Blvd,,Missouri City,TX,48,77479,,29.556749,-95.532534,Street,4.82E+14,,,2/27/2016,Yes,
384,384,Fort Bend,157,Lantern Lane Elementary School,3323 Mission Valley Dr,,Missouri City,TX,48,77459,,29.57031,-95.530395,Street,4.82E+14,,,2/27/2016,Yes,
385,385,Fort Bend,157,Lexington Creek Elementary School,2335 Dulles Ave,,Missouri City,TX,48,77459,,29.588879,-95.581349,Street,4.82E+14,,,2/27/2016,Yes,
386,386,Fort Bend,157,Lost Creek Community Center,3703 Lost Creek Blvd,,Sugarland,TX,48,77478,,29.595612,-95.589311,Extrapolate,4.82E+14,,,2/27/2016,Yes,
387,387,Fort Bend,157,McMeans Junior High School,21000 Westheimer Parkway,,KATY,TX,48,77450,,29.739355,-95.739686,Street,4.82E+14,,,2/27/2016,Yes,
388,388,Fort Bend,157,Meadows Place City Hall,One Troyan Dr,,Meadows Place,TX,48,77477,,29.648215,-95.578564,Street,4.82E+14,,,2/27/2016,Yes,
389,389,Fort Bend,157,Merrell Center,6301 S Stadium Ln,,KATY,TX,48,77492,,29.781043,-95.83042,Street,4.82E+14,,,2/27/2016,Yes,
390,390,Fort Bend,157,Mission Bend Elementary School,16200 Beechnut St,,Houston,TX,48,77483,,29.689037,-95.672,Street,4.82E+14,,,2/27/2016,Yes,
391,391,Fort Bend,157,Missouri City Baptist Church,16816 Quail Park Dr,,Missouri City,TX,48,77459,,29.58155,-95.518538,Street,4.82E+14,,,2/27/2016,Yes,
392,392,Fort Bend,157,Missouri City Old Municipal Court,1522 Texas Parkway,,Missouri City,TX,48,77489,,29.605818,-95.527118,Street,4.82E+14,,,2/27/2016,Yes,
393,393,Fort Bend,157,Missouri City Parks & Recreation,2701 Cypress Point Dr,,Missouri City,TX,48,77459,,29.579973,-95.543252,Street,4.82E+14,,,2/27/2016,Yes,
394,394,Travis,453,Bridge Point Elementary School,6401 Cedar St.,,Austin,TX,48,78746,,30.33952,-97.803937,,,,,,,
395,395,Travis,453,Cat Mountain Homeowners Association,6007 Mount Bonnell Rd.,,Austin,TX,48,78737,,30.348791,-97.779745,,,,,,,
396,396,Travis,453,Travis County Sheriff’s Office,3800 Hudson Bend Rd.,,Austin,TX,48,78734,,30.398046,-97.929022,,,,,,,
397,397,Travis,453,Cowan Elementary School,2817 Kentish Dr.,,Austin,TX,48,78748,,30.18863,-97.831372,,,,,,,
398,398,Travis,453,"Lago Vista City Hall",5803 Thunderbird St.,,Lago Vista,TX,48,78645,,30.453819,-97.986968,,,,,,,
399,399,Travis,453,"Science & Health Resource Center",305 North Bluff Dr.,,Austin,TX,48,78745,,30.197331,-97.77477,,,,,,,
400,400,Travis,453,"Parker Lane United Methodist Church",2105 Parker Ln.,,Austin,TX,48,78741,,30.233749,-97.735833,,,,,,,
401,401,Travis,453,Southwest Church of Christ,8900 Manchaca Rd.,,Austin,TX,48,78748,,30.183038,-97.818318,,,,,,,
402,402,Travis,453,"Cantu/Pan Am Recreation Center",2100 East 3rd St.,,Austin,TX,48,78702,,30.258001,-97.720842,,,,,,,
403,403,Travis,453, Southeast Branch Library,5803 Nuckols Crossing Rd.,,Austin,TX,48,78744,,30.187318,-97.742413,,,,,,,
404,404,Travis,453,"Odom Elem. School",1010 Turtle Creek Blvd.,,Austin,TX,48,78745,,30.205356,-97.789563,,,,,,,
405,405,Travis,453,Langford Elementary School,2206 Blue Meadow Dr.,,Austin,TX,48,78744,,30.181589,-97.763857,,,,,,,
406,406,Travis,453,Randalls Ben White and Manchaca,2025 West Ben White Blvd.,,Austin,TX,48,78704,,30.230087,-97.789789,,,,,,,
407,407,Travis,453,Wheatsville Food Co-op South Lamar,4001 South Lamar Blvd.,,Austin,TX,48,78704,,30.235311,-97.793501,,,,,,,
408,408,Fort Bend,157,Beck Jr. Hi. School ,5200 S Fry Rd ,,KATY,TX,48,77450,,29.720438,-95.751844,,,,,,,
409,409,Fort Bend,157,Beckendorf Jr High School ,8200 South Fry Rd.,,KATY,TX,48,77494,,29.719796,-95.787872,,,,,,,
410,410,Fort Bend,157,Briarchase Missionary Bapt Church ,16000 Blue Ridge Rd ,,MISSOURI CITY ,TX,48,77489,,29.592155,-95.49249,,,,,,,
411,411,Fort Bend,157,Brightwater Clubhouse ,2410 Brightwater ,,MISSOURI CITY ,TX,48,77459,,29.583512,-95.571115,,,,,,,
412,412,Fort Bend,157,Briscoe Junior High School ,4300 FM 723,,RICHMOND,TX,48,77406,,29.62177,-95.811502,,,,,,,
413,413,Fort Bend,157,Chasewood Clubhouse ,7622 Chasewood Dr ,,MISSOURI CITY,TX,48,77489,,29.60887,-95.502642,,,,,,,
414,414,Fort Bend,157,Clements High School ,4200 Elkins Dr,,Sugarland,TX,48,77479,,29.574849,-95.631848,,,,,,,
415,415,Fort Bend,157,Commonwealth Clubhouse ,4330 Knightsbridge Blvd,,Sugarland,TX,48,77479,,29.560806,-95.602823,,,,,,,
416,416,Fort Bend,157,Dickinson Elementary School ,7110 Greatwood Pkwy,,Sugarland,TX,48,77479,,29.551152,-95.686349,,,,,,,
417,417,Fort Bend,157,Elkins High School ,7007 Knights Court,,Missouri City,TX,48,77459,,29.548429,-95.551036,,,,,,,
418,418,Lubbock,303,Abernathy City Hall,811 Avenue D,,Lubbock,TX,48,79401,,33.588143,-101.839779,,,,,,,
419,419,Lubbock,303,Bacon Heights Baptist Church,5110 54th St,,Lubbock,TX,48,79414,,33.545296,-101.921274,,,,,,,
420,420,Lubbock,303,Broadview Baptist Church,1302 N Frankford Ave,,Lubbock,TX,48,79416,,33.610704,-101.939654,,,,,,,
421,421,Lubbock,303,Byron Martin ATC,3201 Avenue Q,,Lubbock,TX,48,79411,,33.56527,-101.855075,,,,,,,
422,422,Lubbock,303,Casey Administration Building,501 7th St,,Wolfforth,TX,48,79382,,33.503333,-102.012909,,,,,,,
423,423,Lubbock,303,Catholic Diocese of Lubbock,4620 4th St,,Lubbock,TX,48,79416,,33.592467,-101.911518,,,,,,,
424,424,Lubbock,303,Cavazos Middle School,210 N University Ave,,Lubbock,TX,48,79415,,33.6005,-101.870205,,,,,,,
425,425,Lubbock,303,Celebration Christian Center,8001 Upland Ave,,Lubbock,TX,48,79424,,33.52144,-101.974196,,,,,,,
426,426,Lubbock,303,Church on the Rock,10503 Slide Rd,,Lubbock,TX,48,79424,,33.501114,-101.92217,,,,,,,
427,427,Lubbock,303,Elks Lodge No. 1348,3409 Milwaukee Ave,,Lubbock,TX,48,79407,,33.563231,-101.956701,,,,,,,
428,428,Lubbock,303,First Assembly of God Church,3801 98th St,,Lubbock,TX,48,79423,,33.505123,-101.89677,,,,,,,
429,429,Lubbock,303,Green Lawn Church of Christ,5701 19th St,,Lubbock,TX,48,79407,,33.577683,-101.935595,,,,,,,
430,430,Lubbock,303,Harwell Elementary School,4104 Ave D,,Lubbock,TX,48,79404,,33.556941,-101.840204,,,,,,,
431,431,Lubbock,303,Hodges Community Center,4011 University Ave,,Lubbock,TX,48,79413,,33.557801,-101.870234,,,,,,,
432,432,Lubbock,303,Idalou Clubhouse,202 W 7th St,,Idalou,TX,48,79329,,33.660092,-101.674216,,,,,,,
433,433,Lubbock,303,Lone Star State Bank,6220 Milwaukee Ave,,Lubbock,TX,48,79424,,33.537571,-101.957225,,,,,,,
434,434,Lubbock,303,Lubbock-Cooper Performing Arts Center ,16302 Texas 493 Loop,,Lubbock,TX,48,79423,,33.445821,-101.843025,,,,,,,
435,435,Lubbock,303,Lubbock-Cooper North Elementary School,3202 108th St,,Lubbock,TX,48,79423,,33.496385,-101.887532,,,,,,,
436,436,Lubbock,303,Mae Simmons Community Center,2004 Oak Ave,,Lubbock,TX,48,79404,,33.578564,-101.820508,,,,,,,
437,437,Lubbock,303,Mattress Firm,6707 Slide Rd,,Lubbock,TX,48,79424,,33.533459,-101.922209,,,,,,,
438,438,Lubbock,303,New Deal Community Clubhouse,309 S Monroe Ave,,New Deal,TX,48,79350,,33.73739,-101.83725,,,,,,,
439,439,Lubbock,303,Parsons Elementary,2811 58th St,,Lubbock,TX,48,79413,,33.541074,-101.876389,,,,,,,
440,440,Lubbock,303,Patterson Library,1836 Parkway Dr,,Lubbock,TX,48,79403,,33.593342,-101.816436,,,,,,,
441,441,Lubbock,303,"Plains Capital Bank, Governor’s Room",5010 University Ave,,Lubbock,TX,48,79413,,33.548681,-101.870664,,,,,,,
442,442,Lubbock,303,Ramirez Charter School,702 Avenue T,,Lubbock,TX,48,79401,,33.589203,-101.859975,,,,,,,
443,443,Lubbock,303,Roberts Elementary School,7901 Avenue P,,Lubbock,TX,48,79423,,33.522858,-101.852856,,,,,,,
444,444,Lubbock,303,Roosevelt Clubhouse,1400 CR 3300,,Lubbock,TX,48,79403,,33.611234,-101.679525,,,,,,,
445,445,Lubbock,303,Roscoe Wilson Elementary School,2807 25th St,,Lubbock,TX,48,79410,,33.571462,-101.87648,,,,,,,
446,446,Lubbock,303,Shallowater Community Center,902 Avenue H,,Shallowater,TX,48,79363,,33.691055,-101.997019,,,,,,,
447,447,Lubbock,303,Slaton ISD Administration Office,140 E Panhandle,,Slaton,TX,48,79364,,33.436581,-101.64153,,,,,,,
448,448,Lubbock,303,South Plains Church of Christ,6802 Elkhart Ave,,Lubbock,TX,48,79424,,33.5333,-101.935535,,,,,,,
449,449,Lubbock,303,St Joseph Catholic Church,102 N Avenue P,,Lubbock,TX,48,79401,,33.597905,-101.853026,,,,,,,
450,450,Lubbock,303,"Sunset Church of Christ, The Well",3651 34th St,,Lubbock,TX,48,79410,,33.563178,-101.893161,,,,,,,
451,451,Lubbock,303,Sutherlands,3701 50th St,,Lubbock,TX,48,79413,,33.548653,-101.894415,,,,,,,
452,452,Lubbock,303,Terra Vista Middle School,1111 Upland Ave,,Lubbock,TX,48,79416,,33.58555,-101.974274,,,,,,,
453,453,Lubbock,303,Texas Tech University Library,18th and Boston,,Lubbock,TX,48,79409,,33.58373,-101.87356,,,,,,,
454,454,Lubbock,303,Wright Elementary School,1302 Adrian St,,Lubbock,TX,48,79403,,33.625727,-101.848844,,,,,,,
455,455,Brazos,41,Arena Hall,2906 Tabor Rd Tabor Road & N. Earl Rudder Freeway,,Bryan,TX,48,77803,,30.6807,-96.37739,,,,,,,
456,456,Brazos,41,Beacon Baptist Church,2001 East Villa Maria Road,,Bryan,TX,48,77802,,30.653078,-96.348062,,,,,,,
457,457,Brazos,41,Brazos County Administration Building,200 South Texas Avenue,,Bryan,TX,48,77803,,30.67245,-96.370428,,,,,,,
458,458,Brazos,41,Church of Nazarene,212 E. William J Bryan Pkwy,,Bryan,TX,48,77803,,30.67433,-96.371785,,,,,,,
459,459,Brazos,41,College Heights Assembly of God,4100 Old College Rd,,Bryan,TX,48,77801,,30.629835,-96.354786,,,,,,,
460,460,Brazos,41,College Station City Hall,1101 Texas Avenue,,College Station,TX,48,77840,,30.621428,-96.326882,,,,,,,
461,461,Brazos,41,College Station ISD Admin. Building,1812 Welsh,,College Station,TX,48,77840,,30.593194,-96.321448,,,,,,,
462,462,Brazos,41,Fellowship Freewill Baptist Church,1228 W. Villa Maria,,Bryan,TX,48,77801,,30.632841,-96.373283,,,,,,,
463,463,Brazos,41,First Baptist Church - Bryan,3100 Cambridge Drive,,Bryan,TX,48,77802,,30.656667,-96.326729,,,,,,,
464,464,Brazos,41,Galilee Baptist Church,804 N. Logan,,Bryan,TX,48,77803,,30.681143,-96.377515,,,,,,,
465,465,Brazos,41,Living Hope Baptist Church,4170 State Highway 6 South,,College Station,TX,48,77845,,30.568981,-96.270603,,,,,,,
466,466,Brazos,41,Millican Community Center,22284 Pierce Street,,Millican,TX,48,77868,,30.468404,-96.202577,,,,,,,
467,467,Brazos,41,Momentum Church,1216 Beck St.,,Bryan,TX,48,77803,,30.665223,-96.379091,,,,,,,
468,468,Brazos,41,Siegert Center - Smetana,1830 Smetana Road,,Bryan,TX,48,77807,,30.653668,-96.454927,,,,,,,
469,469,Brazos,41,The Brazos Center,3232 Briarcrest Dr.,,Bryan,TX,48,77802,,30.667006,-96.321811,,,,,,,
470,470,Brazos,41,Wellborn Community Center,4119 W. Greens Prairie Road,,College Station,TX,48,77845,,30.533466,-96.298839,,,,,,,
471,471,Brazos,41,Zion Church of Kurten,977 N. FM 2038,,Kurten,TX,48,77808,,30.788442,-96.266572,,,,,,,
472,472,Tom Green,451,Angelo Bible Church,3506 Sherwood Way,,San Angelo,TX,48,76901,,31.443356,-100.483615,,,,,,,
473,473,Tom Green,451,Belmore Baptist church,1214 South Bell,,San Angelo,TX,48,76903,,31.44662,-100.413139,,,,,,,
474,474,Tom Green,451,Christoval Community Ctr.,20022 Main,,Christoval,TX,48,76935,,31.196634,-100.501636,,,,,,,
475,475,Tom Green,451,Community Medical Center,3501 Knickerbocker Rd.,,San Angelo,TX,48,76904,,31.422425,-100.467247,,,,,,,
476,476,Tom Green,451,Concho Valley Transit District (bus depot),510 North Chadborne,,San Angelo,TX,48,76903,,31.46875,-100.440594,,,,,,,
477,477,Tom Green,451,SAF (First Assembly of God Church),1442 Edmund Blvd.,,San Angelo,TX,48,76901,,31.480411,-100.468284,,,,,,,
478,478,Tom Green,451,Grape Creek ISD Admin Bldg,8207 US Hwy 87 N.,,San Angelo,TX,48,76901,,31.560394,-100.550601,,,,,,,
479,479,Tom Green,451,Keating Paint and Body ,5050 North Chadbourne,,San Angelo,TX,48,76903,,31.511979,-100.472453,,,,,,,
480,480,Tom Green,451,Paulann Baptist Church,2531 Smith Blvd.,,San Angelo,TX,48,76905,,31.502407,-100.374303,,,,,,,
481,481,Tom Green,451,Plaza del Sol apartments,4305 Oak Grove Blvd.,,San Angelo,TX,48,76904,,31.425072,-100.500271,,,,,,,
482,482,Tom Green,451,S A Housing Authority (Public Housing),420 East 28th St.,,San Angelo,TX,48,76903,,31.492532,-100.442854,,,,,,,
483,483,Tom Green,451,St. Ambrose Catholic Church,8602 Loop 570 Wall,,Wall,TX,48,76957,,31.37293,-100.23688,,,,,,,
484,484,Tom Green,451,St. Paul Presbyterian Church,11 North Park Ave.,,San Angelo,TX,48,76901,,31.458754,-100.451853,,,,,,,
485,485,Tom Green,451,Segunda Iglesia Buatista Church,530 W. Ave. T,,San Angelo,TX,48,76903,,31.436706,-100.442472,,,,,,,
486,486,Tom Green,451,TXDOT,4502 Knickerbocker Rd. Bldg. E,,San Angelo,TX,48,76904,,31.413251,-100.475059,,,,,,,
487,487,Tom Green,451,Veribest Baptist Church,50 FM 2334,,Veribest,TX,48,76886,,31.47651,-100.25995,,,,,,,
488,488,Tom Green,451,Wesley Trinity United Methodist Ch.,301 West 18th,,San Angelo,TX,48,76903,,31.476524,-100.450957,,,,,,,
489,489,Tom Green,451,West Texas Rehab Conference Ctr.,1925 University Ave.,,San Angelo,TX,48,76904,,31.433598,-100.458174,,,,,,,
490,490,Tom Green,451,Southgate Church of Christ,528 Country Club Rd.,,San Angelo,TX,48,76904,,31.392188,-100.434322,,,,,,,
491,491,McClennan,309,Axtell School Ath. Meeting Room,312 W. Seley,,Axtell,TX,48,76624,,31.659535,-96.966091,,,,,,,
492,492,McClennan,309,Bellmead Civic Center,3900 Parrish St.,,Waco,TX,48,76705,,31.597936,-97.097249,,,,,,,
493,493,McClennan,309,Brazos Meadows Baptist Church,625 S. Hewitt Drive,,Hewitt,TX,48,76643,,31.455862,-97.200778,,,,,,,
494,494,McClennan,309,Bruceville-Eddy Isd Special Events Center,1 Eagle Drive,,Eddy,TX,48,76524,,31.312252,-97.242376,,,,,,,
495,495,McClennan,309,Central Christian Church,4901 Lake Shore Drive,,Waco,TX,48,76710,,31.556865,-97.200427,,,,,,,
496,496,McClennan,309,Cesar Chavez Middle School,700 S. 15th Street,,Waco,TX,48,76706,,31.543994,-97.135045,,,,,,,
497,497,McClennan,309,Chalk Bluff Baptist Church,5993 Gholson Road,,Waco,TX,48,76705,,31.644762,-97.143063,,,,,,,
498,498,McClennan,309,China Spring Intermediate School,4001 Flat Rock Rd.,,Waco,TX,48,76708,,31.620453,-97.237116,,,,,,,
499,499,McClennan,309,Crawford High School,200 Pirate Drive,,Crawford,TX,48,76638,,31.532105,-97.450332,,,,,,,
500,500,McClennan,309,Fellowship Bible Church,5200 Speegleville Rd.,,McGregor,TX,48,76657,,31.486661,-97.291911,,,,,,,
501,501,McClennan,309,First Assembly Of God Church,6701 Bosque Blvd.,,Waco,TX,48,76710,,31.527411,-97.204076,,,,,,,
502,502,McClennan,309,G.W. Carver Middle School,1601 J. J. Flewellen Road,,Waco,TX,48,76704,,31.579084,-97.130463,,,,,,,
503,503,McClennan,309,Hewitt First Baptist Church,301 S. 1st Street,,Hewitt,TX,48,76643,,31.460214,-97.194651,,,,,,,
504,504,McClennan,309,H.W. Isbill Junior High,305 W. Van Buren St.,,McGregor,TX,48,76657,,31.436903,-97.411736,,,,,,,
505,505,McClennan,309,Lacy Lakeview Civic Center,505 E. Craven Ave.,,Waco,TX,48,76705,,31.623864,-97.102884,,,,,,,
506,506,McClennan,309,Lorena City Hall,107-A S. Frontage Road,,Lorena,TX,48,76655,,31.383909,-97.212515,,,,,,,
507,507,McClennan,309,Mart Community Center,804 E. Bowie Ave.,,Mart,TX,48,76664,,31.539779,-96.826211,,,,,,,
508,508,McClennan,309,Mcc Conference Center,4601 N. 19th Street,,Waco,TX,48,76708,,31.588546,-97.180883,,,,,,,
509,509,McClennan,309,Mhmr Center For Dev. Services,3420 W. Waco Drive,,Waco,TX,48,76710,,31.535522,-97.162044,,,,,,,
510,510,McClennan,309,Moody First United Methodist Church,500 6th St.,,Moody,TX,48,76657,,31.308346,-97.356572,,,,,,,
