id,source_id,county_name,county_fips,LocationName,address_line1,location_detail ,city,state,state_fips,zip5,Zip4,Latitude,Longitude,Schedule,exceptions,Notes,Source,date_acquired,county_wide,van_precinct_ids
163,163,Travis,453,Akins High School,10701 South 1st St.,,Austin,TX,48,78748,,30.15083,-97.801907,Street,4.85E+14,,,2/27/2016,Yes,
164,164,Travis,453,Odom Elem.,1010 Turtle Creek Blvd.,,Austin,TX,48,78745,,30.205356,-97.789563,Street,4.85E+14,,,2/27/2016,Yes,
165,165,Travis,453,Parker Lane United Methodist Church,2105 Parker Ln.,,Austin,TX,48,78741,,30.233749,-97.735833,Street,4.85E+14,,,2/27/2016,Yes,
166,166,Travis,453,Church on Congress Avenue,1511 South Congress Ave.,,Austin,TX,48,78704,,30.248769,-97.749798,Street,4.85E+14,,,2/27/2016,Yes,
167,167,Travis,453,Fulmore Middle School,201 East Mary St.,,Austin,TX,48,78704,,30.244728,-97.750183,Street,4.85E+14,,,2/27/2016,Yes,
168,168,Travis,453,Montopolis Recreation Center,1200 Montopolis Dr.,,Austin,TX,48,78741,,30.232363,-97.698894,Street,4.85E+14,,,2/27/2016,Yes,
169,169,Travis,453,South Austin Rec. Center,1100 Cumberland Rd.,,Austin,TX,48,78704,,30.241026,-97.768519,Street,4.85E+14,,,2/27/2016,Yes,
170,170,Travis,453,St. Elmo Elem. School,600 West St. Elmo Rd.,,Austin,TX,48,78745,,30.221174,-97.772842,Street,4.85E+14,,,2/27/2016,Yes,
171,171,Travis,453,Govalle Elementary School,3601 Govalle Ave.,,Austin,TX,48,78702,,30.264711,-97.698894,Street,4.85E+14,,,2/27/2016,Yes,
172,172,Travis,453,Sanchez Elementary,73 San Marcos St.,,Austin,TX,48,78702,,30.258126,-97.735574,Street,4.85E+14,,,2/27/2016,Yes,
173,173,Travis,453,Dan Ruiz Branch Public Library,1600 Grove Blvd.,,Austin,TX,48,78741,,30.229991,-97.706487,Street,4.85E+14,,,2/27/2016,Yes,
174,174,Travis,453,Wheatsville Food Co-op,4001 South Lamar Blvd.,,Austin,TX,48,78704,,30.235311,-97.793501,Street,4.85E+14,,,2/27/2016,Yes,
175,175,Travis,453,Baty Elementary School,2101 Faro Dr.,,Austin,TX,48,78741,,30.227136,-97.71393,Street,4.85E+14,,,2/27/2016,Yes,
176,176,Travis,453,Travis High School,1211 East Oltorf St.,,Austin,TX,48,78704,,30.234747,-97.744149,Street,4.85E+14,,,2/27/2016,Yes,
177,177,Travis,453,Southwest Church,8900 Manchaca Rd.,,Austin,TX,48,78748,,30.183038,-97.818318,Street,4.85E+14,,,2/27/2016,Yes,
178,178,Travis,453,Twin Oaks Branch Library,1800 South 5th St.,,Austin,TX,48,78704,,30.249314,-97.761624,Street,4.85E+14,,,2/27/2016,Yes,
179,179,Travis,453,Cantu/Pan Am Recreation Center,2100 East 3rd St.,,Austin,TX,48,78702,,30.258001,-97.720842,Street,4.85E+14,,,2/27/2016,Yes,
180,180,Travis,453,Cityview at the Park Senior Apts.,2000 Woodward St.,,Austin,TX,48,78741,,30.217423,-97.743745,Street,4.85E+14,,,2/27/2016,Yes,
181,181,Travis,453,St. John's Lutheran Church,409 West Ben White Blvd.,,Austin,TX,48,78704,,30.225007,-97.768127,Street,4.85E+14,,,2/27/2016,Yes,
182,182,Travis,453,Southeast Branch Library,5803 Nuckols Crossing Rd.,,Austin,TX,48,78744,,30.187318,-97.742413,Street,4.85E+14,,,2/27/2016,Yes,
183,183,Travis,453,Odom Elem.,1010 Turtle Creek Blvd.,,Austin,TX,48,78745,,30.205356,-97.789563,Street,4.85E+14,,,2/27/2016,Yes,
184,184,Travis,453,Langford Elementary,2206 Blue Meadow Dr.,,Austin,TX,48,78744,,30.181589,-97.763857,Street,4.85E+14,,,2/27/2016,Yes,
185,185,Travis,453,Bedichek Middle School,6800 Bill Hughes Rd.,,Austin,TX,48,78745,,30.194855,-97.785723,Street,4.85E+14,,,2/27/2016,Yes,
186,186,Travis,453,Houston Elementary School,5409 Ponciana Dr.,,Austin,TX,48,78744,,30.19848,-97.755127,Street,4.85E+14,,,2/27/2016,Yes,
187,187,Travis,453,Randalls Ben White,2025 West Ben White Blvd.,,Austin,TX,48,78704,,30.230087,-97.789789,Street,4.85E+14,,,2/27/2016,Yes,
188,188,Travis,453,ACC South Austin Campus,1820 West Stassney Ln.,,Austin,TX,48,78745,,30.214814,-97.795952,Street,4.85E+14,,,2/27/2016,Yes,
189,189,Travis,453,Wheatsville Food Co-op,4001 South Lamar Blvd.,,Austin,TX,48,78704,,30.235311,-97.793501,Street,4.85E+14,,,2/27/2016,Yes,
190,190,Travis,453,Williams Elementary School,500 Mairo St.,,Austin,TX,48,78748,,30.180567,-97.790975,Street,4.85E+14,,,2/27/2016,Yes,
191,191,Williamson,491,Anderson Mill Limited District*,11500 El Salido Parkway Austin,,Austin,TX,48,0,,30.4562,-97.82024,Zip9,4.85E+14,,,2/27/2016,Yes,
192,192,Williamson,491,Bethany United Methodist Church,10010 Anderson Mill Rd Austin,,Austin,TX,48,0,,30.44716,-97.8007,Zip9,4.85E+14,,,2/27/2016,Yes,
193,193,Williamson,491,La Quinta Inn & Suites �,AUS 10701 Lakeline Mall Dr Austin,,Austin,TX,48,0,,30.47466,-97.79591,Zip9,4.85E+14,,,2/27/2016,Yes,
194,194,Williamson,491,Lord of Life Lutheran Church,9700 Neenah Ave Austin,,Austin,TX,48,0,,30.48842,-97.76903,Zip9,4.85E+14,,,2/27/2016,Yes,
195,195,Williamson,491,Northwest Fellowship,13427 Pond Springs Rd Austin,,Austin,TX,48,0,,30.45145,-97.78666,Zip9,4.85E+14,,,2/27/2016,Yes,
196,196,Williamson,491,Rattan Creek Park Comm. Center,7617 Elkhorn Mountain Trail Austin,,Austin,TX,48,0,,30.44903,-97.75742,Zip9,4.85E+14,,,2/27/2016,Yes,
197,197,Williamson,491,Bartlett Town Hall,140 W Clark St Bartlett,,Bartlett,TX,48,0,,30.79584,-97.42961,Zip9,4.85E+14,,,2/27/2016,Yes,
198,198,Williamson,491,Coupland School,620 S Commerce St Coupland,,Coupland,TX,48,0,,30.45195,-97.39044,Zip9,4.85E+14,,,2/27/2016,Yes,
199,199,Williamson,491,Andice Comm. Center,6600 FM 970 Andice Florence,,Florence,TX,48,0,,30.8433,-97.79482,Zip5,4.85E+14,,,2/27/2016,Yes,
200,200,Williamson,491,Florence City Hall,106 S Patterson Ave Florence,,Florence,TX,48,0,,30.8433,-97.79482,Zip5,4.85E+14,,,2/27/2016,Yes,
201,201,Williamson,491,County Central Maintenance Facility,3151 SE Inner Loop Georgetown,,Georgetown,TX,48,0,,30.6282,-97.64349,Zip9,4.85E+14,,,2/27/2016,Yes,
202,202,Williamson,491,Estrella Oaks Rehab & Care,4011 Williams Dr Georgetown,,Georgetown,TX,48,0,,30.67606,-97.70592,Zip9,4.85E+14,,,2/27/2016,Yes,
203,203,Williamson,491,First Baptist Church � Georgetown,1333 W University Ave Georgetown,,Georgetown,TX,48,0,,30.63282,-97.70734,Zip9,4.85E+14,,,2/27/2016,Yes,
204,204,Williamson,491,Georgetown Airport � Terminal Bldg,500 Terminal Dr Georgetown,,Georgetown,TX,48,0,,30.67938,-97.67603,Zip9,4.85E+14,,,2/27/2016,Yes,
205,205,Williamson,491,GISD Administration Bldg*,603 Lakeway Dr Georgetown,,Georgetown,TX,48,0,,30.66822,-97.68821,Zip9,4.85E+14,,,2/27/2016,Yes,
206,206,Williamson,491,Main Street Baptist Church,111 West 10th St � Ministry Center Georgetown,,Georgetown,TX,48,0,,30.635046,-97.6771,Street,4.85E+14,,,2/27/2016,Yes,
207,207,Williamson,491,Parks and Recreation Admin Bldg*,1101 N College St Georgetown,,Georgetown,TX,48,0,,30.65195,-97.66345,Zip9,4.85E+14,,,2/27/2016,Yes,
208,208,Williamson,491,San Gabriel Presbyterian Church,5404 Williams Dr Georgetown,,Georgetown,TX,48,0,,30.7029,-97.7444,Zip9,4.85E+14,,,2/27/2016,Yes,
209,209,Williamson,491,Sun City Social Center,2 Texas Dr Georgetown,,Georgetown,TX,48,0,,30.71698,-97.71569,Zip9,4.85E+14,,,2/27/2016,Yes,
210,210,Williamson,491,Williamson County Inner Loop Annex*,301 S E Inner Loop Georgetown,,Georgetown,TX,48,0,,30.60673,-97.6788,Zip9,4.85E+14,,,2/27/2016,Yes,
211,211,Williamson,491,Hutto City Hall,401 W Front St Hutto,,Hutto,TX,48,0,,30.54178,-97.55046,Zip9,4.85E+14,,,2/27/2016,Yes,
212,212,Williamson,491,Hutto ISD Admin. Building*,200 College St Hutto,,Hutto,TX,48,0,,30.54543,-97.54328,Zip9,4.85E+14,,,2/27/2016,Yes,
213,213,Williamson,491,Jarrell Memorial Park Comm. Cntr,1651 CR 305 Jarrell,,Jarrell,TX,48,0,,30.83745,-97.620769,Street,4.85E+14,,,2/27/2016,Yes,
214,214,Williamson,491,Leander Church of Christ,300 Crystal Falls Parkway Leander,,Leander,TX,48,0,,30.55678,-97.84769,Zip9,4.85E+14,,,2/27/2016,Yes,
215,215,Williamson,491,Leander High School,3301 S Bagdad Rd Leander,,Leander,TX,48,0,,30.53651,-97.84772,Zip9,4.85E+14,,,2/27/2016,Yes,
216,216,Williamson,491,Leander Public Library,1011 S Bagdad Rd Leander,,Leander,TX,48,0,,30.56048,-97.86175,Zip9,4.85E+14,,,2/27/2016,Yes,
217,217,Williamson,491,Pat Bryson Municipal Hall*,201 N Brushy St Leander,,Leander,TX,48,0,,30.55005,-97.87394,Zip5,4.85E+14,,,2/27/2016,Yes,
218,218,Williamson,491,Rouse High School,1501 CR 271 Leander,,Leander,TX,48,0,,30.58344,-97.83496,Zip9,4.85E+14,,,2/27/2016,Yes,
219,219,Williamson,491,Liberty Hill High School,16500 W SH 29 Liberty Hill,,Liberty Hill,TX,48,0,,30.680999,-97.955531,Street,4.85E+14,,,2/27/2016,Yes,
220,220,Williamson,491,Baca Senior Center*,"301 W Bagdad Ave, Bldg 2 ROUND ROCK",,Round Rock,TX,48,0,,30.506898,-97.680528,Street,4.85E+14,,,2/27/2016,Yes,
221,221,Williamson,491,Bluebonnet Trail Comm. Services,1009 N Georgetown Ave Round Rock,,Round Rock,TX,48,0,,30.517496,-97.670713,Street,4.85E+14,,,2/27/2016,Yes,
222,222,Williamson,491,Brushy Creek Comm. Center*,16318 Great Oaks Dr Round Rock,,Round Rock,TX,48,0,,30.49515,-97.73544,Zip9,4.85E+14,,,2/27/2016,Yes,
223,223,Williamson,491,Cedar Ridge High School,2801 Gattis School Rd Round Rock,,Round Rock,TX,48,0,,30.49638,-97.63843,Zip9,4.85E+14,,,2/27/2016,Yes,
224,224,Williamson,491,Dell Diamond Heritage Center,3400 E PALM VALLEY BLVD Round Rock,,Round Rock,TX,48,0,,30.526557,-97.629085,Street,4.85E+14,,,2/27/2016,Yes,
225,225,Williamson,491,Fern Bluff MUD Comm. Center,7320 Wyoming Springs Dr ROUND ROCK,,Round Rock,TX,48,0,,30.51875,-97.71951,Zip9,4.85E+14,,,2/27/2016,Yes,
226,226,Williamson,491,Forest Creek Elementary School,3505 Forest Creek Dr ROUND ROCK,,Round Rock,TX,48,0,,30.508816,-97.610394,Street,4.85E+14,,,2/27/2016,Yes,
227,227,Williamson,491,JB & Hallie Jester Annex*,1801 E Old Settlers Blvd Round Rock,,Round Rock,TX,48,0,,30.540706,-97.659136,Street,4.85E+14,,,2/27/2016,Yes,
228,228,Williamson,491,Round Rock High School,300 N Lake Creek Dr Round Rock,,Round Rock,TX,48,0,,30.509179,-97.694886,Street,4.85E+14,,,2/27/2016,Yes,
229,229,Williamson,491,Round Rock Presbyterian Church,4010 Sam Bass Rd Round Rock,,Round Rock,TX,48,0,,30.53558,-97.7422,Zip9,4.85E+14,,,2/27/2016,Yes,
230,230,Williamson,491,Round Rock Randalls*,2051 Gattis School Road Round Rock,,Round Rock,TX,48,0,,30.49611,-97.65505,Zip9,4.85E+14,,,2/27/2016,Yes,
231,231,Williamson,491,Round Rock Sports Center,2400 Chisholm Trail Round Rock,,Round Rock,TX,48,0,,30.53957,-97.69498,Zip9,4.85E+14,,,2/27/2016,Yes,
232,232,Williamson,491,Teravista Comm. Center,4211 Teravista Club Dr Round Rock,,Round Rock,TX,48,0,,30.57157,-97.67164,Zip9,4.85E+14,,,2/27/2016,Yes,
233,233,Williamson,491,The Fellowship Church of Round Rock,3379 Gattis School Rd Round Rock,,Round Rock,TX,48,0,,30.4965,-97.62969,Zip9,4.85E+14,,,2/27/2016,Yes,
234,234,Williamson,491,Williamson County Annex,"211 Commerce Blvd., Bldg B Round Rock",,Round Rock,TX,48,0,,30.531982,-97.685714,Street,4.85E+14,,,2/27/2016,Yes,
235,235,Williamson,491,Taylor City Hall*,400 PORTER ST Taylor,,Taylor,TX,48,0,,30.57134,-97.40861,Zip9,4.85E+14,,,2/27/2016,Yes,
236,236,Williamson,491,Taylor Public Library,801 Vance St Taylor,,Taylor,TX,48,0,,30.57488,-97.41241,Zip9,4.85E+14,,,2/27/2016,Yes,
237,237,Williamson,491,St John Lutheran,409 S Main St Thrall,,Thrall,TX,48,0,,30.51699,-97.24663,Zip5,4.85E+14,,,2/27/2016,Yes,
238,238,Jefferson,245,Amelia Elementary School,565 S. Major Dr.,,Beaumont,TX,48,77707,,30.07025,-94.189552,Street,4.82E+14,,,2/27/2016,Yes,
239,239,Jefferson,245,Beaumont Municipal Airport,455 Keith Rd.,,Beaumont,TX,48,77713,,30.126985,-94.212811,Street,4.82E+14,,,2/27/2016,Yes,
240,240,Jefferson,245,Bevil Oaks Civic Center,7390 Sweetgum Rd.,,Bevil Oaks,TX,48,77713,,30.147111,-94.26917,Street,4.82E+14,,,2/27/2016,Yes,
241,241,Jefferson,245,BISD Administration Building,3395 Harrison Ave.,,Beaumont,TX,48,77706,,30.089333,-94.136598,Street,4.82E+14,,,2/27/2016,Yes,
242,242,Jefferson,245,Calvary Baptist Church,3650 Dowlen Rd.,,Beaumont,TX,48,77706,,30.112105,-94.16836,Street,4.82E+14,,,2/27/2016,Yes,
243,243,Jefferson,245,Dishman Elementary,3475 Champions Dr.,,Beaumont,TX,48,77707,,30.040584,-94.179261,Street,4.82E+14,,,2/27/2016,Yes,
244,244,Jefferson,245,O.C. Mike Taylor Career Center,2330 North St.,,Beaumont,TX,48,77702,,30.087911,-94.121056,Street,4.82E+14,,,2/27/2016,Yes,
245,245,Jefferson,245,Precinct 1 Service Center,20205 W. Hwy 90,,Beaumont,TX,48,77713,,30.033266,-94.437203,Street,4.82E+14,,,2/27/2016,Yes,
246,246,Jefferson,245,Rogers Park Community Center,6540 Gladys Ave.,,Beaumont,TX,48,77706,,30.091498,-94.174068,Street,4.82E+14,,,2/27/2016,Yes,
247,247,Jefferson,245,Roy Guess Elementary,8055 Voth Rd.,,Beaumont,TX,48,77708,,30.146721,-94.180978,Street,4.82E+14,,,2/27/2016,Yes,
248,248,Jefferson,245,Hebert Library,2025 Merriman St.,,Port Neches,TX,48,77651,,29.981302,-93.955186,Street,4.82E+14,,,2/27/2016,Yes,
249,249,Jefferson,245,Central Gardens Fire Station,3707 Central Blvd.,,Nederland,TX,48,77627,,29.994132,-94.021228,Street,4.82E+14,,,2/27/2016,Yes,
250,250,Jefferson,245,Groves Elementary,3901 Cleveland Ave.,,Groves,TX,48,77619,,29.949931,-93.913983,Street,4.82E+14,,,2/27/2016,Yes,
251,251,Jefferson,245,Nederland City Hall,207 N. 12th Street,,Nederland,TX,48,77627,,29.975234,-93.990551,Street,4.82E+14,,,2/27/2016,Yes,
252,252,Jefferson,245,Jerry Ware Airport Terminal,5000 Jerry Ware Dr.,,Beaumont,TX,48,77705,,29.95278,-94.07689,Zip9,4.82E+14,,,2/27/2016,Yes,
253,253,Jefferson,245,JP 4 BLDG,19217 FM 365,,Beaumont,TX,48,77704,,29.925623,-94.2503,Street,4.82E+14,,,2/27/2016,Yes,
254,254,Jefferson,245,Marion & Ed Hughes Public Library,2712 Nederland Ave.,,Nederland,TX,48,77627,,29.963592,-93.999776,Street,4.82E+14,,,2/27/2016,Yes,
255,255,Jefferson,245,Port Neches City Hall,20005 Merriman,,Port Neches,TX,48,77651,,29.97792,-93.96472,Zip5,4.82E+14,,,2/27/2016,Yes,
256,256,Jefferson,245,West Groves Education Center,5840 W. Jefferson Blvd.,,Groves,TX,48,77619,,29.945398,-93.924907,Street,4.82E+14,,,2/27/2016,Yes,
257,257,Jefferson,245,DeQueen Elementary,740 DeQueen Blvd.,,Port Arthur,TX,48,77640,,29.889914,-93.923211,Street,4.82E+14,,,2/27/2016,Yes,
258,258,Jefferson,245,El Vista Community Center,615 Ellias St.,,Port Arthur,TX,48,77640,,29.897406,-93.989164,Street,4.82E+14,,,2/27/2016,Yes,
259,259,Jefferson,245,Jefferson County Sub-Courthouse,525 Lakeshore Dr.,,Port Arthur,TX,48,77640,,29.870589,-93.93202,Street,4.82E+14,,,2/27/2016,Yes,
260,260,Jefferson,245,Memorial 9th Grade Academy,2441 61st St.,,Port Arthur,TX,48,77642,,29.899516,-94.018203,Street,4.82E+14,,,2/27/2016,Yes,
261,261,Jefferson,245,O W Collings Retirement Center,4440 Gulfway Dr.,,Port Arthur,TX,48,77642,,29.915585,-93.912863,Street,4.82E+14,,,2/27/2016,Yes,
262,262,Jefferson,245,Port Arthur Public Library,4615 9th Ave,,Port Arthur,TX,48,77642,,29.926958,-93.947792,Street,4.82E+14,,,2/27/2016,Yes,
263,263,Jefferson,245,Port Arthur Recreation Center,1308 9th Ave,,Port Arthur,TX,48,77642,,29.905571,-93.916888,Street,4.82E+14,,,2/27/2016,Yes,
264,264,Jefferson,245,R.L. Gabby Eldridge Center,5262 Gulfway Dr.,,Sabine Pass,TX,48,77655,,29.73267,-93.89657,Zip5,4.82E+14,,,2/27/2016,Yes,
265,265,Jefferson,245,Travis Elementary,1115 Lakeview Ave.,,Port Arthur,TX,48,77642,,29.918006,-93.902747,Street,4.82E+14,,,2/27/2016,Yes,
266,266,Jefferson,245,Willie Ryman III Community Center,3248 39th St,,Port Arthur,TX,48,77642,,29.918801,-93.944487,Street,4.82E+14,,,2/27/2016,Yes,
267,267,Jefferson,245,Alice Keith Park Recreation Center,4075 Highland Ave.,,Beaumont,TX,48,77705,,30.047608,-94.085289,Street,4.82E+14,,,2/27/2016,Yes,
268,268,Jefferson,245,Charlton-Pollard Elementary,825 Jackson St.,,Beaumont,TX,48,77701,,30.070399,-94.086374,Street,4.82E+14,,,2/27/2016,Yes,
269,269,Jefferson,245,Dr. Mae Jones-Clark Elementary,3525 Cleveland St.,,Beaumont,TX,48,77703,,30.113758,-94.122136,Street,4.82E+14,,,2/27/2016,Yes,
270,270,Jefferson,245,Hamshire Community Building,12393 2nd St.,,Hamshire,TX,48,77622,,29.862004,-94.310408,Street,4.82E+14,,,2/27/2016,Yes,
271,271,Jefferson,245,Jefferson County Courthouse,1001 Pearl St.,,Beaumont,TX,48,77701,,30.07962,-94.094371,Street,4.82E+14,,,2/27/2016,Yes,
272,272,Jefferson,245,MLK MIddle School,1400 Avenue A,,Beaumont,TX,48,77701,,30.069192,-94.101031,Street,4.82E+14,,,2/27/2016,Yes,
273,273,Jefferson,245,John Paul Davis Community Center,3580 E. Lucas Dr.,,Beaumont,TX,48,77703,,30.124817,-94.136934,Street,4.82E+14,,,2/27/2016,Yes,
274,274,Jefferson,245,Precinct 4 Service Center,7780 Boyt Rd.,,Beaumont,TX,48,77713,,29.990647,-94.242792,Street,4.82E+14,,,2/27/2016,Yes,
275,275,Jefferson,245,Sterling Pruitt Center,2930 Gulf St.,,Beaumont,TX,48,77703,,30.106509,-94.112275,Street,4.82E+14,,,2/27/2016,Yes,
276,276,Jefferson,245,Theodore Johns Library,4255 Fannett Rd.,,Beaumont,TX,48,77705,,30.046034,-94.127813,Street,4.82E+14,,,2/27/2016,Yes,
277,277,Collin,85,Akin Elementary School,1100 Springwood,,Wylie,TX,48,75098,,33.008763,-96.521701,Street,4.81E+14,,,2/27/2016,Yes,
278,278,Collin,85,Aldridge Elementary School,720 Pleasant Valley,,Richardson,TX,48,75080,,32.994142,-96.730816,Street,4.81E+14,,,2/27/2016,Yes,
279,279,Collin,85,Allen Municipal Courts Facility,301 Century Pkwy,,Allen,TX,48,75013,,33.101774,-96.674336,Street,4.81E+14,,,2/27/2016,Yes,
280,280,Collin,85,Armstrong Middle School,3805 Timberline,,Plano,TX,48,75074,,33.021088,-96.659433,Street,4.81E+14,,,2/27/2016,Yes,
281,281,Collin,85,Blue Ridge ISD Administration,318 West School Street,,Blue Ridge,TX,48,75424,,33.304571,-96.403805,Street,4.81E+14,,,2/27/2016,Yes,
282,282,Collin,85,Bowman Middle School,2501 Jupiter Road,,Plano,TX,48,75074,,33.03123,-96.682174,Street,4.81E+14,,,2/27/2016,Yes,
283,283,Collin,85,Brinker Elementary School,3800 Clark Parkway,,Plano,TX,48,75093,,33.04864,-96.822725,Street,4.81E+14,,,2/27/2016,Yes,
284,284,Collin,85,Carpenter Middle School,3905 Rainier Road,,Plano,TX,48,75023,,33.050782,-96.721592,Street,4.81E+14,,,2/27/2016,Yes,
285,285,Collin,85,Carpenter Park Recreation Ctr,6701 Coit Road,,Plano,TX,48,75024,,33.06664,-96.770659,Street,4.81E+14,,,2/27/2016,Yes,
286,286,Collin,85,Celina ISD Administration Building,205 S. Colorado,,Celina,TX,48,75009,,33.322679,-96.788063,Street,4.81E+14,,,2/27/2016,Yes,
287,287,Collin,85,Christ the Servant Lutheran Church,821 S. Greenville ave.,,Allen,TX,48,75002,,33.085792,-96.672098,Street,4.81E+14,,,2/27/2016,Yes,
288,288,Collin,85,Christ United Methodist Church,3101 Coit Road,,Plano,TX,48,75075,,33.038698,-96.770221,Street,4.81E+14,,,2/27/2016,Yes,
289,289,Collin,85,Clark High School,523 W. Spring Creek Pkwy,,Plano,TX,48,75023,,33.05781,-96.702454,Street,4.81E+14,,,2/27/2016,Yes,
290,290,Collin,85,Clark Middle School,4600 Colby Dr.,,Frisco,TX,48,75035,,33.116258,-96.797059,Street,4.81E+14,,,2/27/2016,Yes,
291,291,Collin,85,Collin College - Central Park Campus,2200 W. University Dr,,McKinney,TX,48,75071,,33.217047,-96.640226,Street,4.81E+14,,,2/27/2016,Yes,
292,292,Collin,85,Collin College - Higher Education Center,3452 Spur 399,,McKinney,TX,48,75069,,33.14331,-96.62092,Zip9,4.81E+14,,,2/27/2016,Yes,
293,293,Collin,85,Collin College - Preston Ridge Campus,9700 Wade Blvd,,Frisco,TX,48,75035,,33.126639,-96.791717,Street,4.81E+14,,,2/27/2016,Yes,
294,294,Collin,85,Collin College - Spring Creek Campus,2800 E. Spring Creek Pkwy,,Plano,TX,48,75074,,33.050149,-96.673048,Street,4.81E+14,,,2/27/2016,Yes,
295,295,Collin,85,Collin County Elections Office,"2010 Redbud Blvd, Suite 102",,McKinney,TX,48,75069,,33.220716,-96.627971,Street,4.81E+14,,,2/27/2016,Yes,
296,296,Collin,85,Community ISD Technology & Conference Center,615 FM 1138,,Nevada,TX,48,75173,,33.062671,-96.365274,Street,4.81E+14,,,2/27/2016,Yes,
297,297,Collin,85,Curtis Middle School,1530 Rivercrest Blvd,,Allen,TX,48,75002,,33.107943,-96.630867,Street,4.81E+14,,,2/27/2016,Yes,
298,298,Collin,85,Davis Library,7501-B Independence Pkwy,,Plano,TX,48,75025,,33.078495,-96.750357,Street,4.81E+14,,,2/27/2016,Yes,
299,299,Collin,85,Dowell Middle School,301 S. East Ridge Road,,McKinney,TX,48,75070,,33.195004,-96.695846,Street,4.81E+14,,,2/27/2016,Yes,
300,300,Collin,85,Dr. Pepper Star Center at Craig Ranch,6993 Stars Ave.,,McKinney,TX,48,75070,,33.15147,-96.69765,Zip9,4.81E+14,,,2/27/2016,Yes,
301,301,Collin,85,Eldorado Country Club,2604 Country Club Drive,,McKinney,TX,48,75070,,33.173284,-96.650334,Street,4.81E+14,,,2/27/2016,Yes,
302,302,Collin,85,First Baptist Church - Branch,7011 FM 546,,Princeton,TX,48,75407,,33.103051,-96.516068,Street,4.81E+14,,,2/27/2016,Yes,
303,303,Collin,85,First Baptist Church Farmersville Youth Building,201 Farmersville Parkway,,Farmersville,TX,48,75442,,33.161443,-96.362692,Street,4.81E+14,,,2/27/2016,Yes,
304,304,Collin,85,Ford Middle School,630 Park Place Drive,,Allen,TX,48,75002,,33.09398,-96.657921,Street,4.81E+14,,,2/27/2016,Yes,
305,305,Collin,85,Fowler Middle School,3801 McDermott Road,,Plano,TX,48,75025,,33.101267,-96.76946,Street,4.81E+14,,,2/27/2016,Yes,
306,306,Collin,85,Frisco Senior Center,6670 Moore Street,,Frisco,TX,48,75034,,33.14699,-96.8331,Zip9,4.81E+14,,,2/27/2016,Yes,
307,307,Collin,85,Gay Library,6861 W. Eldorado Parkway,,McKinney,TX,48,75070,,33.173971,-96.705745,Street,4.81E+14,,,2/27/2016,Yes,
308,308,Collin,85,Haggar Elementary School,17820 Campbell Road,,Dallas,TX,48,75252,,32.994147,-96.806214,Street,4.81E+14,,,2/27/2016,Yes,
309,309,Collin,85,Harrington Library,1501 18th Street,,Plano,TX,48,75074,,33.023957,-96.693571,Street,4.81E+14,,,2/27/2016,Yes,
310,310,Collin,85,Heritage High School,14040 Eldorado Pkwy,,Frisco,TX,48,75035,,33.174123,-96.754775,Street,4.81E+14,,,2/27/2016,Yes,
311,311,Collin,85,Islamic Association of Collin County,6401 Independence Pkwy,,Plano,TX,48,75023,,33.059726,-96.750683,Street,4.81E+14,,,2/27/2016,Yes,
312,312,Collin,85,Lavon City Hall,120 School Road,,Lavon,TX,48,75173,,33.02621,-96.433353,Street,4.81E+14,,,2/27/2016,Yes,
313,313,Collin,85,Liberty High School,15250 Rolater Road,,Frisco,TX,48,75035,,33.137735,-96.733454,Street,4.81E+14,,,2/27/2016,Yes,
314,314,Collin,85,Loveyjoy ISD Administration Building,259 Country Club Rd,,Allen,TX,48,75002,,33.091315,-96.591057,Street,4.81E+14,,,2/27/2016,Yes,
315,315,Collin,85,Lowry Crossing City Hall,1405 S Bridgefarmer Road,,Lowry Crossing,TX,48,75069,,33.168471,-96.54692,Street,4.81E+14,,,2/27/2016,Yes,
316,316,Collin,85,Lucas Community Center,665 Country Club Rd,,Lucas,TX,48,75002,,33.085143,-96.584891,Street,4.81E+14,,,2/27/2016,Yes,
317,317,Collin,85,McKinney Fire Station #7,861 S. Independence Pkwy,,McKinney,TX,48,75070,,33.1778,-96.71642,Zip9,4.81E+14,,,2/27/2016,Yes,
318,318,Collin,85,McKinney Senior Recreation Center,1400 S College,,McKinney,TX,48,75069,,33.180187,-96.622247,Street,4.81E+14,,,2/27/2016,Yes,
319,319,Collin,85,Melissa City Hall,3411 Barker Ave,,Melissa,TX,48,75454,,33.292845,-96.572637,Street,4.81E+14,,,2/27/2016,Yes,
320,320,Collin,85,Mitchell Elementary School,4223 Briagrove,,Dallas,TX,48,75287,,32.992847,-96.836269,Street,4.81E+14,,,2/27/2016,Yes,
321,321,Collin,85,Murphy Community Center,205 N Murphy Road,,Murphy,TX,48,75094,,33.015568,-96.612966,Street,4.81E+14,,,2/27/2016,Yes,
322,322,Collin,85,Old Settlers Recreation Center,1201 E. Louisiana St,,McKinney,TX,48,75069,,33.196638,-96.603302,Street,4.81E+14,,,2/27/2016,Yes,
323,323,Collin,85,Parker City Hall,5700 E. Parker Road,,Parker,TX,48,75002,,33.055093,-96.621343,Street,4.81E+14,,,2/27/2016,Yes,
324,324,Collin,85,Parr Library,6200 Windhaven Pkwy,,Plano,TX,48,75093,,33.056392,-96.83532,Street,4.81E+14,,,2/27/2016,Yes,
